"","layer","mean_elev","median_elev","min_elev","max_elev","quant25","quant75"
"3446",NA,288.36128973747,288.45,221.68,365.95,264.05,310.755
"3447",NA,277.125066335783,276.37,218.46,366.11,256.53,296.18
"3448",NA,236.700867985852,236.09,194.27,308.8,219.31,252.97
"3449",NA,216.811876373364,215.72,181.05,275.06,199.815,231.19
"3450",NA,216.780143157091,216.44,172.42,269.74,203.4,231.215
"3451",NA,182.489805213406,175.94,167.67,252.28,173.14,188.74
"3452",NA,172.542250023875,170.92,165.15,203.27,169.77,172.66
"3453",NA,168.032082139446,167.96,161.74,180.75,166.82,169.31
"3454",NA,165.360453677173,165.22,160.13,178.45,164.32,166.27
"3455",NA,164.468142598072,163.86,156.99,175.59,162.73,166.07
"3456",NA,167.623192362768,164.43,157.63,188.17,162.29,172.37
"3457",NA,168.710119343135,167.75,155.77,191.49,164.56,171.0375
"3458",NA,183.203054892601,181.17,160.65,226.9,172.17,195.58
"3459",NA,206.612954089911,208.3,168.29,247.56,192.57,218.93
"3460",NA,206.108280862431,202.86,186.11,247.68,197.57,212.52
"3461",NA,207.057464452715,202.45,179.36,255.82,191.57,220.075
"3462",NA,204.818694158076,202.95,186.38,242.28,195.7675,211.03
"3463",NA,213.646651082912,214.59,181.53,242.51,202.47,225.35
"3464",NA,197.498949627934,196.62,171.95,236.72,184.65,209.1575
"3465",NA,188.075330409078,182.77,158.89,230.16,172.53,203.835
"3466",NA,173.069586832061,170.805,159.72,223.47,167.61,175.53
"3467",NA,192.001174282171,191.4,169.89,225.66,180.06,203.42
"3468",NA,212.030337528604,211.23,184.81,248.38,200.87,221.0125
"3469",NA,234.084343058734,234.4,203.6,256.42,227.0475,241.41
"3470",NA,223.984763403931,223.5,199.54,244.83,217.4925,230.4475
"3471",NA,211.452827724283,210.79,198.74,230.45,206.62,215.47
"3472",NA,223.316145267372,222.49,205.2,252.98,216.42,229.46
"3473",NA,269.201998094331,262.41,223.89,344.52,246.53,287.61
"3474",NA,309.524712051869,307.17,253.32,387.8,292.06,325.8425
"3475",NA,290.268543660871,288.11,233.59,383.71,268.95,310.5875
"3476",NA,235.059389627411,231.12,213.7,300.9,221.86,245.04
"3477",NA,214.003378378378,213.59,211.86,224.24,212.9325,214.2775
"3502",NA,590.837526599238,606.61,370.86,888.87,501.75,672.42
"3503",NA,520.523019053231,479.475,385.04,811.66,443.2625,569.255
"3504",NA,958.083650293871,936.59,581.78,1419.68,827.285,1080.1825
"3505",NA,852.8951797862,857.96,638,1052.39,770.25,932.63
"3506",NA,1040.16262108262,1055.74,881.3,1115.11,1003.815,1086.15
"3511",NA,399.562170807453,401.175,300.9,529.18,375.7425,424.025
"3512",NA,312.452841687703,305.58,260.23,422.71,288.095,323.6
"3513",NA,270.173426993047,270.9,225.55,315.68,262.735,277.875
"3514",NA,258.061109099571,259.39,217.92,294.67,246.95,269.57
"3515",NA,246.614208972283,248.87,190.23,287.85,233.38,261.83
"3516",NA,212.151596606615,214.82,173.34,275.9,182,233.79
"3517",NA,200.541851039481,196.76,173.44,263.95,183.04,210.52
"3518",NA,228.625662914918,226.72,191.71,284.1,214.34,240.78
"3519",NA,245.666916492296,244.92,212.57,291.5,232.8525,256
"3520",NA,251.268942051087,249.27,220.78,321.53,241.4,260.3725
"3521",NA,273.627022755403,270.41,225.79,350.87,249.14,294.76
"3522",NA,284.516418635671,279.145,237.32,388.98,266.14,301.9
"3523",NA,273.739275914634,269.68,240.61,357.02,255.38,290.16
"3524",NA,265.613130716463,260.925,232.2,331.7,255.47,273.3425
"3525",NA,261.82633221957,254.93,228.8,340.11,242.675,278.84
"3526",NA,291.177820158291,289.86,244.17,369.74,275.435,306.375
"3527",NA,336.27802851711,336.38,262.89,456.78,295.43,368.9825
"3528",NA,382.960737032799,406.835,252.79,482.87,324.4725,434.53
"3529",NA,380.72330600572,408.005,234.17,486.41,319.5025,434.3975
"3530",NA,373.233882162265,392.02,224.21,492.22,316.27,430.33
"3531",NA,320.641142993327,315.9,232.57,428.11,284.73,355.0175
"3532",NA,280.978536329873,280.49,220.05,349.18,262.16,299.27
"3533",NA,255.554511951243,253.11,212.08,329.27,236.47,273.22
"3534",NA,231.160093413402,231.04,197.5,327.66,217.72,241.84
"3535",NA,221.861626821602,221.65,178.76,285.07,201.425,239.795
"3536",NA,216.395728719855,216.43,176.24,284.34,187.475,237.975
"3537",NA,191.003683307927,180.165,171.85,263.27,178.02,202.195
"3538",NA,177.926300104732,177.1,169.82,212.6,175.49,179.46
"3539",NA,178.103659140707,178.12,169.67,214.67,174.3,180.75
"3540",NA,193.595087184374,192.89,166.18,240.44,180.075,206.42
"3541",NA,197.433962282122,196.37,165.1,245.25,181.08,210.945
"3542",NA,200.139690446709,198.03,166.39,250.92,185.69,212.81
"3543",NA,200.352112783387,199.31,173.39,244.83,190.24,209.82
"3544",NA,193.829482807886,194.92,164.86,229.58,184.155,201.74
"3545",NA,185.157177388656,184.715,165.02,220.11,179.07,189.32
"3546",NA,216.677186250238,216.63,186.34,248.43,209.4125,224.78
"3547",NA,224.186583809524,224.04,202.56,247.43,219.13,229.59
"3548",NA,228.825738501095,228.54,202.39,255.53,218.88,238.97
"3549",NA,226.887534507377,227.59,196.3,255.86,217.01,236.9
"3550",NA,220.543309865855,219.2,191,262.53,208.26,233.235
"3551",NA,222.091180502666,223.31,184.05,261.99,205.3275,237.83
"3552",NA,219.314643638786,220.45,183.8,250.99,206.57,232.25
"3553",NA,194.532293490674,190.35,166.11,243.14,177.99,209.5425
"3554",NA,176.399114875797,174.84,166.6,206.2,172.97,178.44
"3555",NA,194.039522495957,193.04,168.15,222.77,183.54,203.46
"3556",NA,204.226787480974,200.44,178.72,257.89,191.67,212.01
"3557",NA,225.454528768426,227.94,192.63,263.35,210.6,237.67
"3558",NA,225.542683274698,225.41,205.51,248.01,215.04,234.47
"3559",NA,219.569088747265,218.39,203.19,247.25,212.77,225.75
"3560",NA,236.627704668632,235.97,212.49,274.09,227.65,245.09
"3561",NA,273.565881139084,265.57,232.22,367.27,253.81,285.02
"3562",NA,314.31649122807,315.26,276.9,350.36,300.53,329.17
"3589",NA,650.301145833333,659.955,537.77,726.58,617.365,691.7425
"3590",NA,532.680303819444,529.83,460.66,682.91,506.15,550.5175
"3598",NA,350.903434343434,339.995,323.69,438.35,333.6725,362.78
"3599",NA,330.053087979094,325.27,275.19,420.41,305.225,350.8225
"3600",NA,294.334231064975,298.82,230.47,341.45,280.9925,311.35
"3601",NA,261.578757840617,259.77,214.67,316,246.06,275.96
"3602",NA,225.077000706547,225.705,197.15,272.37,215.69,234.35
"3603",NA,202.652702933637,195.69,178.46,268.16,187.31,215.86
"3604",NA,233.753485295517,237.87,182.84,296.64,209.23,255.655
"3605",NA,263.432776879932,264.3,213.8,368.52,248.32,279.105
"3606",NA,257.574962484566,258.29,215.53,300.88,243.79,272.24
"3607",NA,261.358951028963,262.095,229.09,289.65,250.36,272.1125
"3608",NA,265.343256522567,265.285,246.79,306.8,259.85,270.02
"3609",NA,257.75961833507,257.41,241.52,282.02,253.37,262.07
"3610",NA,248.24542492378,247.88,234.27,278.64,243.24,252.4325
"3611",NA,238.89716952381,237.85,227.21,301.66,234.27,241.8
"3612",NA,237.302915994305,235.42,216.94,298.11,230.05,242.675
"3613",NA,246.374561603496,237.36,218.39,394.35,225.81,259.35
"3614",NA,269.606636805489,252.62,215.1,402.09,223,304.99
"3615",NA,285.259832937826,283.97,213.93,402.17,257.23,306.02
"3616",NA,276.011924614506,264.05,213.89,379.27,242.6725,307.0175
"3617",NA,239.144800987936,232.56,199.05,370.99,214.7,250.39
"3618",NA,223.318720068415,219.305,194.89,298.41,206.4,235.1
"3619",NA,216.008530111312,211.65,189.13,291.48,198.87,226.845
"3620",NA,206.561893406802,201.24,187.5,286.06,194.34,216.52
"3621",NA,196.796502378687,191.01,183.1,268.34,188.78,201.75
"3622",NA,190.328849515485,187.43,181.11,208.76,184.9,195.91
"3623",NA,188.566949539105,187.58,178.19,215.06,183.88,191.3
"3624",NA,191.648875998479,191.35,177.49,238.7,183.67,197.2725
"3625",NA,193.074649748123,191.39,180.49,225.02,187.52,197.97
"3626",NA,188.864985744155,188.71,174.82,207.36,184.18,192.32
"3627",NA,207.652281151982,198.79,180.26,259.57,190.94,222.16
"3628",NA,231.973021179599,231.01,208.71,264.56,223.72,240.52
"3629",NA,226.704523085693,225.46,198.8,255.71,218.5,234.6575
"3630",NA,213.635148693587,210.97,182.18,321.18,197.69,226.11
"3631",NA,224.224250688967,196.7,174.41,405.67,188.08,237.23
"3632",NA,236.235251805397,214.56,176.49,382.63,196.1,270.1025
"3633",NA,242.006018799848,223.125,192.63,379.24,207.7475,266.9
"3634",NA,245.584670465337,234.85,206.21,351.29,225.63,259.2575
"3635",NA,237.299828061176,233.18,201.04,327.83,214.815,254.19
"3636",NA,211.240640843065,208.56,188.93,283.78,201.82,216.46
"3637",NA,224.946703703704,201.75,182.88,393.36,193.77,240.145
"3638",NA,217.260327697568,217.51,177.73,340.12,190,238.2325
"3639",NA,212.068681036939,215.63,174.76,265.14,185.71,233.125
"3640",NA,195.793614880896,191.74,171.65,240.58,181.75,206.29
"3641",NA,200.675246275031,192.37,173.98,271,181.08,215.99
"3642",NA,184.786276817923,180.9,169.95,241.35,178.61,184.72
"3643",NA,188.446691343964,186.44,178.02,215.05,184.01,190.44
"3644",NA,199.784305779634,198.76,183.49,238.74,192.98,205.73
"3645",NA,210.74414800759,207.91,190.28,245.28,203.33,217.5725
"3646",NA,231.0714935755,230.6,201.78,272.77,221.13,240.22
"3647",NA,236.664100609756,235,213.79,273.01,225.175,246.6075
"3648",NA,244.07,243.72,241.17,246.43,243.12,245.91
"3687",NA,287.036364653244,287.28,258.4,311.18,278.8975,295.55
"3688",NA,300.469096638655,301.805,277.34,312.51,298.8475,305.325
"3689",NA,235.003550913838,235.26,212.68,255.04,228.825,242.235
"3690",NA,224.500946327684,223.92,190.13,283.16,214.665,233.85
"3691",NA,203.347967781908,196.41,184.69,283.86,193.2975,203.7025
"3692",NA,238.310586630286,238.65,193.35,290.99,221.72,253.8175
"3693",NA,252.861272335845,252.675,209.38,351,239.9925,266.7
"3694",NA,265.811044790193,265.58,231,300.72,259.67,273.66
"3695",NA,260.13674556213,258.92,246.75,283.36,256,262.78
"3696",NA,258.259128166208,256.2,241.79,290.67,254.66,262.12
"3697",NA,251.626354906856,249.93,229.58,287.93,245.29,256.34
"3698",NA,258.295694905607,254.94,232.4,321.02,243.82,270
"3699",NA,266.013427073403,264.105,234.14,320.5,252.11,278.84
"3700",NA,272.009855428517,269.36,225.48,363.9,251.905,290.315
"3701",NA,263.655080829213,259.265,217.63,356.8,240.82,283.13
"3702",NA,282.543359840954,282.11,207.25,434.42,221.08,326.86
"3703",NA,252.573411418816,242.21,203.27,426.96,213.29,284.1625
"3704",NA,250.297433561124,241.905,201.8,399.93,219.9375,271.835
"3705",NA,288.918792073575,287.46,214.01,398.95,256.49,316.52
"3706",NA,302.083598179577,300.68,213.16,429.68,268.695,333.095
"3707",NA,265.061431552984,256.42,205.8,414.31,235.91,283.94
"3708",NA,230.907211419899,222.67,194.3,367.14,212.45,242.48
"3709",NA,253.838862882593,252.86,185.61,408.29,203,286.6
"3710",NA,259.00138506783,262.04,193.27,374.12,215.62,291.41
"3711",NA,258.88301260783,252.34,199.89,392.39,222.81,288.77
"3712",NA,263.930120436226,257.14,197.7,408.78,227.7,293.82
"3713",NA,242.044672294413,213.84,186.81,441.08,200.115,268.59
"3714",NA,264.928873733068,249.01,189.81,477.11,214.58,305.66
"3715",NA,277.031888277693,272.975,208.31,395.06,247.5975,304.55
"3716",NA,284.067266350711,279.7,207.07,431,254.1925,309.7425
"3717",NA,241.835902198635,233.63,186.2,395.38,207.4425,265.7025
"3718",NA,323.453553280243,321.71,199.69,452.16,283.805,361.7025
"3719",NA,317.106208301744,313.57,224.76,505,278.9625,348.6125
"3720",NA,330.207386482131,328.46,245.47,441.15,299.58,358.06
"3721",NA,302.774934621944,301.315,209.68,408.87,268.0025,337.0125
"3722",NA,272.479730907713,261.385,200.12,421.37,232.22,306.0975
"3723",NA,269.300640394089,268.065,198.76,386.72,217.0525,312.6725
"3724",NA,290.202981325244,288.22,213.44,402.08,255.91,320.97
"3725",NA,328.665213934116,329.755,230.03,418.57,301.0675,357.31
"3726",NA,289.377876835623,283.16,202.69,430.88,248.9,328.695
"3727",NA,248.649279082986,238.545,189.43,426.94,214.37,268.6175
"3728",NA,233.628038825758,233.165,194.94,349.98,217.26,247.4
"3729",NA,226.20074905303,226.1,174.29,276.9,213.76,238.8425
"3730",NA,196.26937056318,196.26,174.01,244.01,184.92,204.53
"3731",NA,189.153280318091,187.84,177.98,220.06,186.68,189.61
"3732",NA,201.869124644164,199,184.59,244.32,193.24,208.67
"3733",NA,210.834996288048,207.24,195.83,247.47,201.35,218.61
"3780",NA,259.235545156762,260.12,220.71,303.78,243.66,275.74
"3781",NA,277.12164532954,275.32,227.1,393.53,264.6,284.94
"3782",NA,286.467195179362,277.62,253.82,386.55,266.58,301.2
"3783",NA,315.395216490964,312.11,248.85,541.27,270.36,345.855
"3784",NA,335.879105373476,321.19,247.73,694.55,292.5575,364.3175
"3785",NA,428.631440135542,378.92,264.58,905.39,324.6725,504.255
"3786",NA,404.58275146254,339.855,266.97,879.69,297.5125,493.4525
"3787",NA,438.079743249645,396.42,268.49,884.46,334.14,504.755
"3788",NA,427.449124301808,384.61,251.42,911.57,305.06,514.535
"3789",NA,357.221851150459,347.85,257.54,599.86,315.65,388.45
"3790",NA,398.907034378542,398.79,242.87,619.6,326.8575,459.3175
"3791",NA,399.211879969708,379.21,235.2,723.96,314.0975,473.94
"3792",NA,368.985336174242,337.4,238.62,685.23,293.67,432.6325
"3793",NA,384.718196767791,354.14,235.84,884.45,301.31,431.77
"3794",NA,342.022541441697,334.13,225.72,767.05,296.62,371.87
"3795",NA,313.40639852538,303.98,215.12,502.25,268.205,351.155
"3796",NA,358.440448948665,330.555,223.41,800.27,293.2025,393.08
"3797",NA,385.924549494185,370.21,258.79,644.8,334.28,430.56
"3798",NA,311.701714582939,304.695,226.89,496.13,278.7575,336.985
"3799",NA,291.819309366131,283.165,210.44,496.06,232.85,335.2975
"3800",NA,301.378388500095,295.175,202.55,514.61,246.32,348.8275
"3801",NA,300.476303936412,296.06,224.1,512.96,268.7275,325.0825
"3802",NA,322.287210247684,322.635,215.18,531.07,282.0625,356.5075
"3803",NA,331.553616155883,323.9,240.16,506.69,298.82,357.07
"3804",NA,311.018233736762,305.4,204.56,557.62,279.64,333.4875
"3805",NA,261.347092319334,254.81,199.7,438.65,225.6675,287.97
"3806",NA,322.744972579425,314.53,239.42,526.29,287.4175,349.38
"3807",NA,289.123981096408,279.92,223.34,488.6,249.52,315.1125
"3808",NA,305.834829314421,293.74,215.45,508.11,256.38,348.68
"3809",NA,322.18671045171,318.94,225.54,476.11,282.565,358.8675
"3810",NA,369.948055397996,373.15,246.82,503.79,334.56,408.12
"3811",NA,350.562482282907,351.14,238.65,463.93,316.355,386.62
"3812",NA,307.167611982612,305.835,230.69,450.5,269.03,341.39
"3813",NA,311.391060190872,313.02,220.15,446.3,259.235,357.63
"3814",NA,303.978992628993,305.435,210.9,445.36,258.5575,346.7175
"3815",NA,314.610783035799,320.22,206.88,427,282.71,351.3
"3816",NA,269.68269034574,265.36,194.49,401.5,238.74,301.7475
"3817",NA,221.774305148795,216.85,187.08,338.65,203.54,233.87
"3818",NA,194.153669764899,192.41,182.33,230.82,190.46,195.51
"3819",NA,190.739689969605,189,186.69,210.66,188.46,190.43
"3868",NA,326.948630910374,325.47,255.52,558.66,307.0475,342.8875
"3869",NA,427.477881401617,378.85,305.97,993.35,338.765,481.99
"3870",NA,566.585496046687,565.42,316.69,917.8,466.48,660.7325
"3871",NA,724.894173018293,702.185,393.32,1254.05,588.9225,844.3975
"3872",NA,458.939972703313,424.12,338.36,928.67,396.3625,478.755
"3873",NA,450.716437311747,415.585,318.04,866.7,369.46,498.05
"3874",NA,588.791464059696,579.28,378.46,917.18,507.675,664.045
"3875",NA,581.020060280682,554.08,372.97,1096.09,497.85,647.85
"3876",NA,522.513825642965,516.18,310.73,896.49,434.8175,606.0625
"3877",NA,499.845761208117,485.5,331.61,861.5,422.475,565.625
"3878",NA,594.9897378595,581.8,405.93,864.83,527.69,655.19
"3879",NA,526.255534484385,521.58,310.79,887.2,435.945,597.76
"3880",NA,540.277669407428,518.71,339.81,969.41,443.5,608.72
"3881",NA,576.836472864559,558.15,333.95,1065.08,487.535,643.65
"3882",NA,554.444956603774,528.76,318.61,1023.05,467.75,613.55
"3883",NA,484.675295006136,479.41,326.24,762.16,431.37,532.5
"3884",NA,503.886347079362,489.5,275.91,910.51,408.53,582.24
"3885",NA,359.452930351076,336.305,235.04,788.16,281.31,402.7025
"3886",NA,380.945495469989,384.39,234.48,579.25,318.95,438.505
"3887",NA,408.367936792453,405.935,266.7,558.58,367.775,449.2325
"3888",NA,330.333631732855,329.36,245.54,463.7,299.85,359.07
"3889",NA,355.343359146284,344.83,282.42,597.34,321.29,376.6
"3890",NA,313.412994339623,309.48,249.31,436.16,285.91,334.31
"3891",NA,298.79846966695,298.14,232.98,442.35,276.275,319.8
"3892",NA,261.985984727067,260.3,213.21,365.18,239.71,279.91
"3893",NA,277.439209284771,274.05,224.23,380.27,244.1125,304.79
"3894",NA,275.8593481747,270.88,238.54,385.16,258.73,284.05
"3895",NA,310.75848707791,283.635,247.64,580.73,271.935,332.4625
"3896",NA,335.339395625118,323.305,262.68,573.3,293.36,364.4175
"3897",NA,317.771752995566,308.52,251.5,459.42,285.77,343.545
"3898",NA,369.128201357466,369.365,258.64,491.27,338.6875,400.5025
"3899",NA,330.318252710985,325.18,239.58,506.57,279.62,371.74
"3900",NA,395.622279494911,397.355,253.03,529.73,364.3475,427.095
"3901",NA,342.409556896389,344.58,217.99,463.46,306.03,380.18
"3902",NA,366.162278254312,380.78,203.79,533.92,317.77,424.74
"3903",NA,333.05787861653,333.29,198.38,491.51,289.45,374.665
"3904",NA,235.996481819287,236.92,190.52,360.05,206.715,254.195
"3905",NA,227.785658682635,224.46,195.9,293.8,206.1875,247.75
"3956",NA,681.72999129678,685.84,437.81,979.5,589.54,768.97
"3957",NA,636.129333972209,626.97,422.07,989.5,568.125,699.935
"3958",NA,793.27076987682,785.795,456.55,1208.93,674.535,911.715
"3959",NA,561.541652869238,520.54,356.72,1035.22,439.7175,656.8025
"3960",NA,691.955319529412,671.96,362.72,1363.61,533.95,811
"3961",NA,652.98547742875,632.66,401.94,1196.05,544.01,737.9575
"3962",NA,860.409160994143,836.51,589.54,1694.98,751.46,940.17
"3963",NA,906.146910930408,857.05,521.49,1723.46,755.8975,1036.19
"3964",NA,732.202572559367,725.295,474.9,1232.23,656.83,781.18
"3965",NA,563.608086809152,546.16,427.41,836.94,503.02,609.51
"3966",NA,583.397574387947,555,447.98,953.15,511.765,637.9575
"3967",NA,668.788406779661,637.495,395.22,1184.96,539.765,782.54
"3968",NA,773.141116655682,719.8,417.39,1279.91,601.09,934.02
"3969",NA,776.239513045116,761.22,461.12,1223.24,674.95,869.12
"3970",NA,613.001097090121,609.18,350.8,1023.47,518.765,702.9
"3971",NA,487.395236839627,474.43,323.39,796.62,427.375,538.31
"3972",NA,357.886821005082,331.52,273.48,645.47,301.8025,400.195
"3973",NA,379.412791792169,369.64,269.09,704.63,321.3075,427.7375
"3974",NA,521.219038515868,502.61,315.36,863.81,457.66,571.27
"3975",NA,446.986375883184,432.4,294.4,861.1,381.56,494.995
"3976",NA,454.108263365964,443.035,288.02,746.96,386.7175,514.3975
"3977",NA,448.891825023518,441.2,280.69,806.53,344.5025,529.5825
"3978",NA,516.305015532335,508.92,281.65,837.97,422.81,599.625
"3979",NA,424.615777338603,366.94,247.91,834.63,308.715,536.9525
"3980",NA,351.812545865086,327.22,248.99,650.02,296.21,391.33
"3981",NA,358.905292180295,356.53,273.89,580.87,323.295,387.7
"3982",NA,355.02079984944,325.87,271.11,604.71,298.65,403.7
"3983",NA,325.3795567476,314.26,271.14,563.97,296.8225,342.1825
"3984",NA,312.705100620651,297.31,276.85,469.93,286.15,332.1
"3985",NA,340.635801749271,332.15,284.96,526.93,314.13,356.85
"3986",NA,367.749996236357,354.425,257.79,657.99,305.4275,412.7025
"3987",NA,420.03874717833,412.825,260.24,658.29,363.0775,471.8225
"3988",NA,468.80480680643,465.45,299.65,633.91,425.78,510.8
"3989",NA,456.455099699022,458.215,296.56,612.41,417.665,497.4425
"3990",NA,413.259217819218,421.585,235.91,613.09,335.0125,486.2
"3991",NA,236.922438095238,234.66,222.7,276.67,229.99,240.29
"4044",NA,614.090565110565,608.155,489.27,841.55,568.47,647.7175
"4045",NA,716.228178334714,691.515,498.99,1085.78,637.215,778.865
"4046",NA,708.219933170181,694.085,453.61,1162.74,609.1925,790.7725
"4047",NA,931.299558916194,912.45,631.43,1343.91,807.24,1041.84
"4048",NA,1108.50722891566,1132.52,766.81,1513.39,961.365,1242.4125
"4050",NA,717.980598100326,719.15,600.73,924.28,674.9525,758.1525
"4051",NA,668.472331357607,654.45,600.73,874.27,637.09,693.2
"4052",NA,717.746683280045,679.485,631.36,937.94,658.22,777.185
"4053",NA,657.85525291463,645.46,549.95,858.41,625.5075,679.98
"4054",NA,706.485951933909,640.46,563.49,1189.02,609.45,772.695
