"","layer","mean_elev","median_elev","min_elev","max_elev","quant25","quant75"
"2125",NA,123.188216585752,118.5,104.51,184.1,114.2,125.14
"2126",NA,138.683131683168,135.1,111.18,188.9,128.6,145
"2127",NA,116.599697300516,113.24,98.8,171.3,108.4,120.01
"2128",NA,103.737621975407,103.995,55,135,100.1,108.49
"2129",NA,104.56905418817,103.22,95.92,119.89,100.1,108.5
"2130",NA,110.335337223101,112.27,95.2,124.63,104.93,115.76
"2131",NA,106.086564477848,105.58,96.04,120.97,101.4875,110.18
"2132",NA,110.595691257911,109.56,97.96,133.18,103.9375,115.84
"2133",NA,116.511219343354,115.01,99.2,144.18,108.7275,123.6425
"2134",NA,119.9285303736,117.95,104.49,159.67,114.1,122.85
"2135",NA,114.465780272176,112.5,99.83,153.93,107.395,121.335
"2136",NA,115.402008729293,114.29,99.14,134.6,109,121.8
"2137",NA,118.19065234607,116.73,96.15,145.67,108.31,128.08
"2138",NA,119.368031113753,114.9,91.21,173.18,101.8,135.54
"2139",NA,109.249536890123,107.41,88.38,146.61,97.56,119.56
"2140",NA,106.717145831268,105.65,88.7,134.73,97.04,116.7
"2141",NA,107.407095398651,106.47,88.41,130.83,99.2275,115.22
"2142",NA,112.473182763744,111.56,97.97,144.73,106.23,117.59
"2143",NA,127.130513328709,125.05,99.71,171.27,112.76,139.03
"2144",NA,141.726528892854,140.41,105.68,190.62,123.04,160.64
"2145",NA,148.698829186081,151,112.79,186.38,137.095,160.735
"2146",NA,153.589595679318,151,119.45,185.85,144.63,166.26
"2147",NA,132.500456661714,130.7,112.32,168.88,122.87,139.15
"2148",NA,117.944682390249,118.62,99.37,131.71,114.41,122.22
"2149",NA,109.8226662043,110.68,92.57,127.83,103.99,114.7
"2150",NA,99.0592566161166,91.98,84.55,163.29,89.42,109.89
"2151",NA,96.585215410518,94.25,88,137.65,92.78,97.21
"2152",NA,130.52496137084,134.2,97.29,154.81,125.1775,139.1725
"2153",NA,140.052355854963,142.535,116.17,161.64,133.85,146.33
"2154",NA,146.10387639893,146.68,124.16,170.47,137.56,154.51
"2155",NA,147.947717143706,144.78,131.32,168.98,139.45,158.06
"2156",NA,156.929039318609,154.48,137.63,198.1,148.43,163.32
"2157",NA,176.037018621236,178.32,149.12,198.69,170.1775,183.1
"2158",NA,170.542111100109,172.88,151.41,189.98,163.18,177.25
"2159",NA,169.613293395386,169.89,150.45,189.93,164.66,175.37
"2160",NA,163.393329705126,164.58,150.84,176.02,158.9425,167.73
"2161",NA,160.279630656501,159.85,150.74,171.47,158.06,162.05
"2162",NA,156.194960902702,156.19,148.23,164.48,154.08,158.17
"2163",NA,154.65238740968,154.31,144.52,167.22,152.14,156.99
"2164",NA,150.398723530576,150.47,142.27,160.57,148.64,152.28
"2165",NA,148.366560459133,147.95,138.62,159.26,146.47,150.23
"2166",NA,148.776893684419,147.585,137.51,160.55,145.93,151.6475
"2167",NA,145.18003165183,145.4,135.4,157.84,143.42,147.45
"2168",NA,141.892220573689,141.78,132.25,153.86,138.67,145.11
"2169",NA,140.798273815412,141.52,130.99,150.92,139.18,143.26
"2170",NA,144.939178285375,144.12,132.81,160.29,142.27,147.17
"2171",NA,136.853065025253,136.02,129.87,151.53,133.95,139.0325
"2172",NA,135.320261437908,135.49,132.22,137.19,134.88,135.9475
"2180",NA,57.2803516681695,56.285,46.75,86.82,54.9025,57.76
"2181",NA,55.0456888520857,54.67,39.9,113.69,49.08,58.07
"2182",NA,63.3069170779862,59.45,49.54,114.58,56.45,64.42
"2183",NA,74.9502575234336,72.95,56.95,111.78,68.06,78.91
"2184",NA,74.1078272458045,74.93,52.01,120,67.6725,81.0375
"2185",NA,89.2491698746422,84.2,60.27,158.01,78.16,94.18
"2186",NA,94.6959520284276,90.12,71.62,161.53,81.01,100.675
"2187",NA,112.94782230997,106.02,70.72,217.4,79.3825,137.59
"2188",NA,111.478425834485,112.4,65.78,200.22,80.59,137.27
"2189",NA,85.8133787788974,84.175,55.69,159.13,73.09,94.6775
"2190",NA,65.3002191943128,58.72,53.3,124.18,57.36,71.42
"2191",NA,68.8504743551734,65.32,52.95,115.89,57.54,76.94
"2192",NA,63.25288507109,61.96,55.5,97.87,59.4275,66.4625
"2193",NA,66.3929339128717,63.85,56.69,87.35,61.22,70.28
"2194",NA,73.6515592885376,65.535,58.97,121.28,61.65,86.7025
"2195",NA,105.909536607055,110.61,58.47,127.25,99.78,115.5
"2196",NA,104.878475145765,106.05,79.28,119.1,101.545,109.015
"2197",NA,103.12138792848,103.59,74.48,143.84,98.49,108.13
"2198",NA,91.0336169581975,92.61,65.63,135.23,75.36,107.005
"2199",NA,96.3885859683794,102.2,68.61,121.95,79.12,110.4225
"2200",NA,104.011378867253,108.74,73.13,127.35,87.05,119.55
"2201",NA,104.254893743205,102.05,80.1,130.36,90.32,118.6
"2202",NA,117.22927851354,121.05,86.6,132.61,114.38,126
"2203",NA,121.966350790514,123.54,98.41,133.59,116.85,127.69
"2204",NA,128.756113088177,130.5,98.01,150.4,122,134.75
"2205",NA,137.014723568391,136,110.99,155.61,131.5,143.685
"2206",NA,132.048651774241,131.49,94.23,152.05,125.27,139.41
"2207",NA,131.255934163701,131.58,100,155.87,123.7,140.815
"2208",NA,109.646366063483,110.73,84.44,137.5,100.27,117.61
"2209",NA,107.518682078641,108.97,85.67,127.15,99.32,115.3475
"2210",NA,121.710467946181,123.125,107,134,116,127.3
"2211",NA,124.993101196953,124.6,111.89,143.5,120.8,128.6
"2212",NA,128.114937771632,127.4,115.05,166.85,123.4075,131.5325
"2213",NA,152.096892800633,148.985,127.11,191.83,139.75,162.8
"2214",NA,128.730342682204,129.51,110.23,152.22,120.55,135.7975
"2215",NA,124.647272637308,124.44,104.71,148.89,115.78,132.97
"2216",NA,118.312006526899,112.86,103.45,155.44,108.42,123.54
"2217",NA,129.519980221519,128.555,107.7,166.09,119.96,136.82
"2218",NA,130.161708860759,132.09,108.68,149.16,121.785,138.87
"2219",NA,140.904873417722,141.4,115.82,177.22,134.3375,146.69
"2220",NA,150.581111877772,148.83,123.38,183.43,141.92,156.52
"2221",NA,165.049353051736,164.62,124.76,212.55,147.71,181.85
"2222",NA,165.785844771403,158.36,122.62,245.6,141.47,190.16
"2223",NA,164.720329539832,165.71,128.71,242.19,148.77,177.23
"2224",NA,160.854457736036,159.49,123.31,222.7,146.405,170.095
"2225",NA,168.046441984582,167.06,133.09,207.73,153.2,181.8875
"2226",NA,179.773432806324,184.1,128.99,217.62,164.7375,196.5
"2227",NA,159.000352091781,161.3,121.33,195.83,146.9,171.4
"2228",NA,145.644581232078,141.1,113.87,189.19,133.04,158.09
"2229",NA,137.026611962432,134.35,106.83,180.62,126.23,147.43
"2230",NA,166.702872119474,167.47,127.55,195.33,158.265,176.68
"2231",NA,191.287717079917,192.03,156.62,212.15,184.755,198.46
"2232",NA,190.492832147094,191.81,164.62,211.3,185.2075,196.7025
"2233",NA,179.784925860024,181.78,140.79,207.47,173.75,188.98
"2234",NA,147.639411822855,147.69,123.18,184.2,136.56,157.14
"2235",NA,128.345318833416,127.57,113.78,159.22,125.27,130.42
"2236",NA,125.892442951694,128.16,105.54,140.44,119.86,131.86
"2237",NA,115.061902737966,118.31,89.02,140.02,105.11,125.64
"2238",NA,95.5189113899042,95.52,88.66,104.32,94.38,96.76
"2239",NA,117.260441874259,110.27,97.48,163.75,104.57,131.34
"2240",NA,137.853602490611,141.66,108.57,163.15,129.84,145.4
"2241",NA,146.28455838767,147.275,121.59,187.82,137.94,153.48
"2242",NA,162.996765780895,162,134.65,191.29,152.2,174.08
"2243",NA,184.181312722244,185.495,150.35,205.79,178.69,192.04
"2244",NA,176.523680987654,177.05,156.95,192.98,174.04,179.43
"2245",NA,175.007049471709,175.55,162.71,187.31,172.425,177.76
"2246",NA,164.900456386447,164.96,153.72,180.92,161.9,167.51
"2247",NA,162.965847323721,163.1,151.66,171.36,161.09,165.24
"2248",NA,159.546231612203,159.43,153.29,168.16,158.13,160.9
"2249",NA,156.969687099003,156.9,150.96,162.92,155.75,158.31
"2250",NA,152.690425636974,152.62,147.37,159.01,150.29,155.12
"2251",NA,149.336916395223,149.23,144.67,155.53,148.38,150.21
"2252",NA,149.975197433366,149.61,145.65,158.65,148.82,150.69
"2253",NA,149.76398657983,148.99,144.36,165.69,148.03,150.67
"2254",NA,146.867232636148,146.97,118.91,154.28,145.15,148.72
"2255",NA,147.077617168229,147.2,137.89,154.91,144.91,149.36
"2256",NA,149.640348263615,150.21,138.43,160.41,146.95,153.03
"2257",NA,150.362232089994,151.54,140.54,156.25,148.75,152.99
"2258",NA,143.500511221945,143,134.26,153.75,140.58,145.78
"2267",NA,74.7507275223061,75.135,56.72,99.73,66.0675,83.2225
"2268",NA,70.5594587679591,69.295,54.71,108.18,60.29,78.55
"2269",NA,67.593460970568,66.23,55.27,109.04,62.25,72.015
"2270",NA,82.8314235085647,80.12,60.02,133.76,72.63,87.0575
"2271",NA,88.3554940944882,84.325,72.82,127.49,79.49,91.5675
"2272",NA,90.1179060376244,86.79,66.36,137.37,81.59,95.76
"2273",NA,101.438901802423,101.92,75.59,164.03,81.06,112.51
"2274",NA,109.166034856243,107.025,69.73,174.58,80.01,135.46
"2275",NA,82.9070958526254,74.41,63.79,161.96,70.08,91.895
"2276",NA,70.7503487341149,67.59,58.95,152.56,65.37,71.54
"2277",NA,67.7133868426236,64.88,56.62,92.75,62.8325,70.9275
"2278",NA,72.002430035475,68.5,62.6,121.87,66.2775,76.505
"2279",NA,79.9412605953085,77.97,60.65,114.53,70.74,88.04
"2280",NA,88.5419326241135,88.875,64.06,126.81,82.5,95.6225
"2281",NA,95.957956046122,96.61,71.08,111.98,92.295,101.665
"2282",NA,89.3963362238865,88.49,76.01,112.98,79.85,96.1125
"2283",NA,87.801811194324,86.2,76.88,108.94,80.97,93.89
"2284",NA,86.278605797673,84.85,79.34,105.22,81.9,90
"2285",NA,98.1828424995072,99.6,82.5,114.45,91.63,105.25
"2286",NA,97.2015774425712,96.6,83.2,116.28,90.45,102.95
"2287",NA,106.744365947384,107.7,88.11,124.4,98,114.64
"2288",NA,121.410795465747,122.08,89.88,132.12,116.77,128.77
"2289",NA,125.892642011834,128.02,106.99,135.46,120.89,131.46
"2290",NA,124.59070005916,127.04,105.21,136.17,119.2625,130.75
"2291",NA,133.478640489345,134.07,111.04,151.45,128.35,138.79
"2292",NA,147.324772839263,147.21,128.89,159.11,142.885,152.79
"2293",NA,154.664158123028,155.295,133.6,166.17,151.3,158.8
"2294",NA,151.138392346385,152.3,133.3,164.8,146.92,155.6
"2295",NA,135.861876109686,136.65,112.37,153.7,131.0025,141.2
"2296",NA,123.500813425469,126.235,92.36,140.75,118.6,131.87
"2297",NA,125.925733714398,128.72,96.93,149.9,119.6,134.6
"2298",NA,125.849221674877,125.1,106.3,163,120.2775,131.1175
"2299",NA,134.496418778972,132.7,112.23,178.7,125.6,141.2
"2300",NA,136.457969027422,135.83,123.5,162.33,133.32,139.08
"2301",NA,138.979792674499,138.83,117.26,175.7,136.03,142.13
"2302",NA,125.501182105471,121.475,114.87,147.08,118.93,131.93
"2303",NA,128.320179464548,127.83,115.57,152.98,122.94,133.22
"2304",NA,139.762234968354,139.065,121.7,168.54,134.44,144.6425
"2305",NA,140.903459256329,141.325,122.59,161.43,132.5675,148.93
"2306",NA,149.725531519186,149.88,131.23,176.48,144.96,154.09
"2307",NA,167.220499210734,166.545,145.06,197.67,159.8825,173.5725
"2308",NA,184.305550822271,185.51,157.97,213.99,176.39,191.44
"2309",NA,215.359914412199,212.69,177.52,270.41,201.58,227.43
"2310",NA,230.600119458979,228.2,175.07,280.98,219.05,243.58
"2311",NA,216.633048792509,219.77,164.08,255.46,208.76,227.19
"2312",NA,198.917724226296,201.32,154.4,226.1,191.4,208.62
"2313",NA,189.971622555797,189.02,158.67,216.76,181.335,199.285
"2314",NA,172.909512026814,173.265,146.85,206.62,162.74,181.9
"2315",NA,167.218264470959,168.05,140.31,197.57,156.11,177.45
"2316",NA,153.101743200631,151.89,124.32,185.57,142.15,163.64
"2317",NA,166.520567935318,168.95,134.65,193.28,157.855,175.52
"2318",NA,177.33103097869,178.48,148.39,197.24,170.23,184.78
"2319",NA,185.36010546028,186.175,157.54,200.71,180.9525,190.38
"2320",NA,170.083572273713,172.31,140.53,193.49,162.69,178.22
"2321",NA,158.141545741325,157.13,135.93,184.73,152.21,163.0425
"2322",NA,140.002682830672,139.55,126.32,161.68,134.05,144.9275
"2323",NA,129.880957688135,130.99,103.48,147.56,127.485,135.76
"2324",NA,114.050679152292,113.9,95.63,135.72,106.35,121.38
"2325",NA,102.316794442255,101.49,93.67,123.51,99.1475,103.28
"2326",NA,104.232305265234,102.98,95.22,128.1,100.2825,107.44
"2327",NA,128.74996453202,130.215,101.8,159.13,121.39,136.4675
"2328",NA,156.342009658979,155.23,129.12,184.78,147.79,164.55
"2329",NA,176.964144081995,177.74,152.77,196.05,173.93,180.7
"2330",NA,176.87277635468,178.805,153.49,195.91,170.06,183.62
"2331",NA,177.76276776037,178.58,158.43,202.64,172.41,183.07
"2332",NA,176.179357635468,176.86,160.76,192.59,172.14,180.71
"2333",NA,164.348982666929,163.95,151.08,182.47,158.83,168.83
"2334",NA,159.350833661805,160.5,143.43,173.39,156.31,163.2
"2335",NA,152.016321748548,152.88,139.13,165.08,147.98,156.24
"2336",NA,151.552656357727,152.19,136.79,162.19,148.15,155.69
"2337",NA,149.97745544067,148.76,138.62,159.98,146.85,153.66
"2338",NA,153.582113813134,152.77,145.08,166.66,148.76,158.39
"2339",NA,157.746222309737,157.77,147.86,165.25,155.62,160.25
"2340",NA,152.597062703022,152.08,147.34,160.24,151.28,153.4
"2341",NA,153.68002953628,152.23,144.53,165.16,150.64,157.14
"2342",NA,154.805112685759,154.72,147.56,162.12,152.35,157.1
"2343",NA,157.532780238166,157.39,152.5,164,155.98,159
"2344",NA,156.720759506472,156.99,144.66,162.74,155.44,158.36
"2345",NA,147.686509707655,147.44,136.16,163.88,144.1,152.03
"2354",NA,83.3091412742382,82.41,71.15,105.08,80.25,85.52
"2355",NA,96.3723595344159,89.79,77.46,153.16,84.61,102.875
"2356",NA,124.554392303161,129.34,76.75,160.43,107.17,143.9975
"2357",NA,143.243323185702,147.75,94.31,164.97,135.165,152.53
"2358",NA,150.706148635382,155.66,94.43,193.58,137.23,164.19
"2359",NA,128.269458689459,126.39,82.88,179.79,111.77,144.46
"2360",NA,119.259470686438,119.91,82.64,155.22,102.995,136.815
"2361",NA,136.430869693396,138.715,104.4,165.89,124.83,148.8725
"2362",NA,146.761192651537,146.42,114.11,189.82,138.82,152.62
"2363",NA,128.976062064225,133.87,73.32,194.76,116.325,142.5
"2364",NA,137.435040802281,139.15,56,225.56,108.51,159.88
"2365",NA,118.000686573028,114.42,61.3,222.44,81.7,150.91
"2366",NA,97.5733012190326,81.2,67.92,189.73,70.24,125.52
"2367",NA,83.1990594594595,73.63,69.18,177.57,72.23,80.57
"2368",NA,78.5507795144009,76.37,71.93,102.26,75.08,78
"2369",NA,81.0585674958214,78.7,73.97,104.96,77.365,80.83
"2370",NA,98.8101523042154,100.92,76.76,111.38,92.77,106.18
"2371",NA,103.796973541851,98.33,79.42,164.2,86.05,119
"2372",NA,109.21953897572,108.15,88.98,159.77,96.34,114.53
"2373",NA,93.9715824154209,93.1,87.62,111.2,91.11,95.96
"2374",NA,100.165231586193,99.9,90.81,115.61,95.4,103.91
"2375",NA,112.721543452615,112.86,96.35,125.87,108.79,117.23
"2376",NA,107.423250713091,106.74,95.2,126.87,101.13,112.28
"2377",NA,108.568668240386,107.1,99.6,146.67,103.7,111.51
"2378",NA,135.87318217588,133.56,108.85,178.92,119.9,150.7
"2379",NA,137.062226700747,136.32,120.56,156.25,131.3575,142.7
"2380",NA,137.549146905441,137.3,118.73,158.5,130.73,144.6
"2381",NA,142.294008849558,141.95,125.1,158.97,136.3,148.5075
"2382",NA,140.053451327434,138.205,120.9,185.69,132.3,145.13
"2383",NA,134.818655114699,134.5,112.44,157.49,129.04,140.34
"2384",NA,122.247249483725,122.8,101.15,146.3,113.67,129.99
"2385",NA,131.072883839874,126.67,107.85,186.46,122.8,137.055
"2386",NA,134.539831792249,131.935,117.5,164.6,127.6,141.1
"2387",NA,149.573788251501,148.6,126.99,177.1,143.44,153.8
"2388",NA,148.195941373205,148.19,126.55,184.06,141.0425,154
"2389",NA,130.380596632864,127.6,117.77,178.06,123.78,135.31
"2390",NA,144.927510103499,142.18,121.66,174.55,131.6,159.42
"2391",NA,161.165175859704,161.43,133.21,184.87,153.67,169.48
"2392",NA,174.364157436709,175.94,147.52,202.18,164.4775,184.0525
"2393",NA,175.822536132813,176.77,151.05,195.64,170.68,182.09
"2394",NA,183.827965116279,183.805,160.02,203.18,179.06,190.14
"2395",NA,184.330857170943,185.59,160.51,200.94,179.94,189.8
"2396",NA,193.03461235734,192.29,172.06,221.46,188.2,197.8925
"2397",NA,207.161883187235,208.59,186.87,232.54,199.08,214.48
"2398",NA,206.431320550639,208.1,183.88,230.29,198.44,214.3
"2399",NA,203.65862951659,204.58,186.85,225.2,198.15,208.89
"2400",NA,200.667891891892,200.88,178.96,216.25,194.79,206.765
"2401",NA,193.50693996063,192.875,158.39,220.78,187.64,199.05
"2402",NA,176.413811725359,178.45,143.26,199.66,169.8,185.31
"2403",NA,163.215621621622,164.47,140.89,177.76,159.13,168.29
"2404",NA,161.137056217387,162.31,133.02,181.62,156.62,165.64
"2405",NA,161.695472328713,161.27,133.25,190.35,154.83,167.62
"2406",NA,159.136232297404,157.745,121.69,188.11,150.6575,169.75
"2407",NA,144.150458390714,144.01,118.75,178.06,132.65,155.52
"2408",NA,133.640545615415,134.64,114.72,166.63,120.5975,143.29
"2409",NA,131.701715691097,132.59,109.29,160.72,116.17,145.84
"2410",NA,124.134269983286,122.02,104.99,148.96,112.42,135.985
"2411",NA,135.788246631921,137.82,108.62,159.58,127.8,144.21
"2412",NA,128.909215184894,130.03,102.25,153.93,119.165,140.9425
"2413",NA,109.885670498084,107.68,100.19,136.69,104.51,111.98
"2414",NA,108.274964092474,107.09,101.8,143.91,105.49,109.54
"2415",NA,128.49483836101,120.37,106.16,181.29,111.34,144.64
"2416",NA,152.17029006883,152.665,112.72,186.03,140.71,166.96
"2417",NA,163.732942101642,165.05,133.98,186.14,153.86,173.61
"2418",NA,171.368098044995,174.05,134.83,186.08,167.175,177.43
"2419",NA,169.115287638903,171.86,133.61,182.64,165.63,175.33
"2420",NA,163.022212728344,164.19,129.4,179.64,159.13,168.1
"2421",NA,152.52258524123,154.03,128.01,171.42,148.52,158.99
"2422",NA,146.629189428178,147.85,130.4,162.28,139.81,153.04
"2423",NA,145.510124766676,144.72,132.1,166.59,136.45,153.45
"2424",NA,149.617501963865,150.295,133.58,170.4,141.425,156.5825
"2425",NA,156.000946065429,159.08,135.61,170.05,151.43,161.88
"2426",NA,153.542391005499,153.16,143.32,168.73,151.85,154.7125
"2427",NA,155.642273932253,154.78,148.7,164.98,153.4,158.07
"2428",NA,154.038129051267,153.75,150.27,161.48,153.07,154.81
"2429",NA,159.228879945028,157.64,152.05,193.33,156.02,161.58
"2430",NA,157.205175223324,157.09,151.18,176.71,155.53,158.48
"2431",NA,156.491673385013,154.52,146.25,180.22,151.02,159.03
"2432",NA,150.574411764706,150.595,148.13,152.62,149.7575,151.395
"2442",NA,131.875028152192,134.42,90.46,177.65,121.57,142.6
"2443",NA,136.814124199113,135.68,107.4,174.09,132.01,139.76
"2444",NA,149.678408935045,147.76,130.04,186.66,142.145,155.7
"2445",NA,159.827462540398,156.58,125.71,224.14,145.62,169.47
"2446",NA,126.523006074858,124.57,103.94,163.33,117.85,133.6475
"2447",NA,120.319941205292,119.97,94.54,146.16,116.6,123.9
"2448",NA,125.994910819287,126.7,104.53,154.97,121.1475,130.0625
"2449",NA,130.69131725963,130.79,115.51,148.26,126.67,134.44
"2450",NA,136.334188712522,135.88,124.11,155.98,131.7925,140.1775
"2451",NA,136.639579576637,130.76,125.57,181.32,128.41,142.745
"2452",NA,136.933554618553,134.7,126.71,168.02,131.79,138.59
"2453",NA,163.916767270946,159.22,132.86,228.22,147.79,178.11
"2454",NA,125.825284831846,127.27,74.06,197.04,99.425,148.57
"2455",NA,101.519104726417,90.395,74.06,172.4,81.4525,115.0675
"2456",NA,112.075144593667,108.65,77.25,198.84,82.19,130.63
"2457",NA,89.1532813419659,85.81,79.58,143.54,83.94,88.0075
"2458",NA,109.225798764342,104.79,80.47,174.75,87.12,125.68
"2459",NA,100.414642086684,93.565,82.97,153.68,87.29,110.6575
"2460",NA,91.2571540649211,89.45,84.66,112.53,88.15,92.56
"2461",NA,92.4485560133412,91.6,86.94,104.54,90.33,93.88
"2462",NA,94.8255612244898,94.69,89.96,110.89,93.14,96.17
"2463",NA,108.872809374387,106.53,93.57,146.85,100.16,115.1175
"2464",NA,121.411247301276,115.595,99.24,171.64,108.0825,132.2175
"2465",NA,120.577627733647,112.79,105.49,180.34,109.48,125.9
"2466",NA,119.638661695447,118.12,108.84,141.81,113.46,124.98
"2467",NA,121.290031421838,121.385,111.41,144.96,116.15,125.58
"2468",NA,126.493075112767,126.18,115.62,157.45,122.01,129.89
"2469",NA,136.348728289667,133.39,122.71,175.94,127.535,143.225
"2470",NA,156.907934718683,156.235,116.44,228.81,129.75,178.5
"2471",NA,130.730694294412,130.45,111.52,159.2,124.85,135.3
"2472",NA,130.113341188022,130.5,114.78,147.13,126.24,134.21
"2473",NA,147.067229199372,145.355,129.12,178.05,140.55,152.785
"2474",NA,178.874104756289,177.2,150.76,205.37,170.3,187.8
"2475",NA,171.659859141152,169.25,149.5,202.13,162.26,179.4
"2476",NA,149.988282709132,150.91,128.85,169.13,142.79,156.36
"2477",NA,143.466712301783,139.23,126.17,186.76,132.95,151.26
"2478",NA,165.943086914062,171.51,132.64,196.59,152.7975,178.94
"2479",NA,170.685524359225,171.91,148.74,193.12,164.8725,176.5875
"2480",NA,176.699186574531,176.765,159.79,201.27,171.13,182.1275
"2481",NA,185.521863293125,186.38,168.67,207.67,182.38,189.37
"2482",NA,202.615373529412,201.4,180.93,236.5,192.59,212.06
"2483",NA,223.025006874877,222.59,191.68,280.29,214.44,230.97
"2484",NA,222.42538536968,223.18,188.25,268.29,211.2425,233.4875
"2485",NA,199.497945367004,199.64,177.13,233.66,191.6,206.93
"2486",NA,188.981945288754,189.33,165.27,207.66,183.26,195.78
"2487",NA,178.811494602552,179.87,156.57,206.51,174.3,183.6475
"2488",NA,172.350868413306,174.18,147.22,202.82,162.26,181.75
"2489",NA,172.597988426834,177.43,144.3,192.52,162.2675,182.78
"2490",NA,165.975070713023,168.16,137.11,189.17,158.21,176.3375
"2491",NA,158.142870025485,158.98,132.97,208.46,143.325,168.7525
"2492",NA,151.885329276671,154.57,128.59,190.39,139.18,162.67
"2493",NA,148.539230769231,148.725,122.3,173.63,135.3,161.07
"2494",NA,169.584909768537,174.81,123.4,201.55,167.21,180.35
"2495",NA,168.300423778693,170.62,136.01,193.19,163.4025,174.39
"2496",NA,148.981845821891,148.53,122.25,173.05,143.01,155.8125
"2497",NA,140.18222309428,139.89,127.82,153.7,136.93,143.61
"2498",NA,144.412971170818,147.61,120.69,160.01,141.14,151.22
"2499",NA,134.389870499362,134.32,111.57,156.64,123.52,145.29
"2500",NA,144.942935986668,147.98,111.21,158.31,141,151.61
"2501",NA,127.129135378884,121.97,104.97,159.47,113.28,144.22
"2502",NA,115.525593054057,111.91,106.16,156.8,109.54,120.15
"2503",NA,114.163535294118,113.65,108.53,144.3,112.42,115.14
"2504",NA,123.873394117647,118.48,110.78,157.56,116,132.3925
"2505",NA,131.931414428543,126.375,114.34,179.47,120.14,143.1175
"2506",NA,145.65662254902,146.87,119.6,179.09,125.325,160.6525
"2507",NA,149.085470403763,147.3,123.27,189.55,127.59,168.99
"2508",NA,144.221566206018,140.54,125.47,185.5,131.43,154.44
"2509",NA,145.775383710673,145.91,130.98,167.68,139.85,151.07
"2510",NA,149.691642990105,148.47,134.98,168.7,141.785,157.66
"2511",NA,158.217399784377,157.72,141.18,178.93,152.9,162.44
"2512",NA,153.145761316872,150.3,138.65,173.92,145.56,161.52
"2513",NA,154.870667907159,154.88,142.97,165.57,152.85,157.23
"2514",NA,159.033787463271,158.87,152.86,170.03,156.26,161.41
"2515",NA,168.18649368452,162.66,153.53,205.13,157.93,177.16
"2516",NA,176.231451944744,176.85,154.29,209.17,164.44,188.015
"2517",NA,172.704295361127,171.865,156.34,199.64,164.88,178.61
"2518",NA,167.262842220454,167.35,150.61,191.85,161.81,172.47
"2519",NA,159.670146127618,158.88,151.77,173.93,156.52,161.82
"2530",NA,126.531492822967,129.68,109.61,143.69,118.8,133.7
"2531",NA,144.017083492185,143.03,118.18,169.79,137.32,151.9
"2532",NA,146.775817044566,149.75,124.76,180.53,135.54,155.92
"2533",NA,139.038654804966,138.7,119.29,175.11,131.17,145.75
"2534",NA,144.070248168051,144.41,116.87,167.13,136.68,151.93
"2535",NA,149.357325513196,147.325,127.22,185.67,137.6,156.74
"2536",NA,149.328203048661,148.69,128.06,185.34,141.59,155.7375
"2537",NA,151.530213223787,151.93,133.52,169.19,149.44,154.02
"2538",NA,155.930148626186,153.93,141.45,190.77,149.465,161.63
"2539",NA,146.037052785924,145.64,132.85,172.55,140.64,149.9975
"2540",NA,146.017129167889,144.38,137.37,186.37,142.04,148.62
"2541",NA,165.988638897037,164.02,124.11,221.89,153.21,176.395
"2542",NA,145.70670057713,143.58,104.42,215,128.035,161.345
"2543",NA,106.624071211973,102.93,87.94,176.6,96.425,112.08
"2544",NA,92.4385376112687,91.02,84.43,126.35,88.76,94.29
"2545",NA,130.210813930738,128.87,93.49,199.67,112.1,145.025
"2546",NA,111.822301144702,107.73,86.52,182.28,95.39,121.46
"2547",NA,100.947171232877,93.78,85.49,179.12,89.79,104.4025
"2548",NA,93.4918044818475,92.13,87.07,108.19,90.35,95.76
"2549",NA,95.6842027000587,95.47,89.29,106.09,92.86,97.89
"2550",NA,111.030115459883,107.03,94.76,167.89,101.7375,117.1425
"2551",NA,168.92841816758,170.39,105.66,239.63,149.96,188.34
"2552",NA,133.568039522598,130.16,112.81,186.34,122.52,142.03
"2553",NA,134.376728322568,126.5,112.67,197.28,120.64,145.82
"2554",NA,147.347801369863,137.52,120.13,232.22,129.7075,163.61
"2555",NA,145.495126272514,143.4,128.4,183.87,136.75,152.9
"2556",NA,172.238686374315,165.135,135.36,260.49,151.6075,186.8625
"2557",NA,191.944752814489,188.8,154.26,272.15,176.35,206
"2558",NA,147.861203287028,147.45,125.7,179.65,140.8125,154.5
"2559",NA,142.127828342141,141.23,130.21,166.69,138.17,145.08
"2560",NA,152.572531583586,152.5,130.4,177.56,148.1,156.865
"2561",NA,167.466190895742,165.25,144.45,200,160.05,175.04
"2562",NA,173.263221634333,172.85,158.29,194.38,168.68,177.2875
"2563",NA,172.3217734375,172.38,152.86,188.77,167.05,177.6
"2564",NA,162.77879180151,164.02,139.25,192.87,153.8,170.44
"2565",NA,153.477684035585,153.7,136.03,187.72,143.07,160.49
"2566",NA,161.16880859375,157.8,141,206.04,151.02,168.5
"2567",NA,179.725191740413,180.7,158.12,209.9,172.5325,186.68
"2568",NA,192.469073400806,191.26,171.92,225.29,187.15,197.62
"2569",NA,208.215714844514,210.67,183.57,235.69,198.29,217.18
"2570",NA,213.71097854834,212.95,191.3,244,205.41,222.36
"2571",NA,219.082307767465,218.75,202.23,243.95,213.14,224.35
"2572",NA,199.367684622919,198.875,177.78,220.58,193.91,205.52
"2573",NA,190.043749632677,192.2,165.1,208.25,187.02,195.36
"2574",NA,179.873383907596,181.54,165.1,206.44,172.31,186.77
